name,player_unique_id,number,t_b,height,weight,born,debut,nationality,draft_order,position,team
中込伸,674,55,右投右打,182,96,1970-02-16,2002-03-09,日本,,投手,兄弟
養父鉄,668,18,右投右打,181,83,1973-06-26,2001-03-11,日本,,投手,兄弟
今井圭吾,677,0,右投右打,185,80,1974-07-16,2003-03-05,日本,,投手,兄弟
斉藤肇,669,0,右投右打,182,80,1973-07-22,2001-03-10,日本,,投手,兄弟
劉俊男,685,45,右投右打,188,100,1982-03-04,2004-09-09,中華民國,兄弟象2003年第二輪,投手,兄弟
彭政欣,680,63,右投右打,173,83,1980-05-22,2004-07-04,中華民國,兄弟象2004年第二輪,左外野手,兄弟
蔣廣沛,682,0,右投右打,173,75,1980-06-09,,中華民國,兄弟象2003年第六輪,投手,兄弟
陳世斌,678,25,右投右打,177,86,1979-06-25,2003-06-04,中華民國,兄弟象2003年第一輪,投手,兄弟
廖于誠,688,47,右投右打,179,80,1980-09-04,2005-03-18,中華民國,兄弟象2004年第一輪,投手,兄弟
馬丁尼,679,0,右投右打,193,105,1974-05-31,2003-07-08,巴拿馬,,投手,兄弟
武德曼,686,31,右投右打,195,97,1972-11-12,2005-03-18,美國,,投手,兄弟
莊瑋全,681,41,右投右打,181,80,1981-02-11,2004-03-20,中華民國,,投手,兄弟
武藤潤一郎,687,41,右投右打,183,85,1969-03-15,2005-03-18,日本,,投手,兄弟
派瑞克,690,31,右投右打,190,105,1970-09-16,2005-07-16,美國,,投手,兄弟
林馴偉,689,59,右投右打,172,76,1980-11-12,2005-06-19,中華民國,興農牛2003年第十輪,中外野手,興農
巴帝斯,683,0,左投左打,183,95,1971-12-30,2004-07-23,美國,,投手,兄弟
喬伊,697,40,右投右打,195,98,1971-09-19,2006-05-04,美國,,投手,兄弟
莊宏亮,691,98,右投右打,184,85,1980-10-22,2005-09-07,中華民國,兄弟象2003年第一輪,投手,兄弟
陳智弘,692,29,右投右打,177,89,1978-12-11,2006-04-06,中華民國,兄弟象2005年第二輪,捕手,中信兄弟
田顯明,693,35,右投右打,175,89,1978-08-20,2006-03-24,中華民國,兄弟象2005年第三輪,投手,兄弟
中村隼人,698,18,右投右打,183,88,1975-08-22,2006-06-27,日本,,投手,兄弟
吳保賢,684,43,右投右打,180,82,1980-02-06,2004-10-01,中華民國,兄弟象2003年第五輪,投手,兄弟
布拉克,695,31,右投右打,183,72,1972-11-15,2006-03-21,委內瑞拉,,投手,兄弟
尼克,702,32,左投左打,195,87,1978-05-16,2007-03-18,美國,,投手,兄弟
安德魯,704,29,右投右打,195,100,1980-07-01,2007-03-20,美國,,投手,兄弟
艾迪,700,28,右投右打,183,70,1977-11-03,2006-08-30,多明尼加,,投手,兄弟
賈斯汀,703,28,右投右打,195,95,1977-06-30,,美國,,投手,兄弟
喬治,705,18,右投右打,185,108,1979-03-20,,多明尼加,,投手,兄弟
布萊恩,694,37,左投左打,190,84,1978-09-11,2006-03-24,美國,,投手,兄弟
東尼,707,28,右投右打,185,90,1979-05-10,2007-05-01,委內瑞拉,,左外野手,兄弟
大德,699,18,右投右打,183,93,1973-11-21,2006-07-07,美國,,投手,兄弟
大衛,706,28,左投左打,182,86,1976-04-02,2007-03-29,美國,,投手,兄弟
葉丁仁,701,19,左投左打,185,97,1983-07-01,2007-03-21,中華民國,兄弟象2005年第一輪,投手,兄弟
泰德,708,49,左投左打,190,85,1976-10-28,2007-05-27,美國,,投手,兄弟
昂斯,709,32,右投右打,186,100,1979-09-03,2007-09-24,美國,,投手,兄弟
霸茲,719,33,右投右打,192,95,1979-07-24,2009-05-03,美國,,右外野手,兄弟
麥克,720,40,右投右打,180,85,1977-09-19,2009-05-29,美國,,投手,兄弟
小林亮寛,712,22,右投右打,183,91,1979-04-28,2008-03-21,日本,,投手,兄弟
麥特,715,34,左投左打,182,91,1975-06-08,2008-08-29,美國,,投手,兄弟
黃志祥,717,69,右投右打,183,95,1987-11-18,2009-03-28,中華民國,兄弟象2008年第二輪,三壘手,Lamigo
伊代野貴照,718,1,右投右打,180,81,1980-10-29,2009-04-02,日本,,投手,兄弟
汎,716,49,右投右打,190,87,1981-05-15,,美國,,投手,兄弟
史帝夫,710,34,左投右打,180,80,1978-10-03,2008-03-20,美國,,投手,兄弟
凱斯,713,34,左投左打,180,77,1980-03-05,2008-04-25,美國,,投手,兄弟
提姆,722,32,右投右打,190,80,1971-07-15,,美國,,投手,兄弟二軍
阿布多,714,34,左投左打,180,104,1978-06-10,2008-06-07,波多黎各,,一壘手,兄弟
庫倫,721,33,左投左打,193,100,1980-01-20,2009-07-11,美國,,投手,兄弟
丹尼,711,40,右投右打,187,88,1981-07-17,2008-04-08,美國,,投手,兄弟
索普,726,37,右投右打,192,113,1980-12-15,2010-03-20,美國,,投手,兄弟
曾秉緯,723,58,右投右打,176,84,1984-09-14,2010-03-21,中華民國,,投手,義大
默菲,725,35,右投右打,196,100,1981-08-19,2010-03-21,加拿大,,投手,兄弟
麥格倫,724,32,右投右打,183,100,1978-07-23,2010-03-20,美國,,投手,兄弟
泰勒,731,46,左投左打,191,95,1983-05-09,2011-05-06,美國,,投手,統一7-ELEVEn獅
增菘瑋,729,8,右投右打,177,85,1984-12-28,2011-03-19,中華民國,兄弟象2010年第一輪,投手,富邦悍將
卡雷洛,735,20,右投右打,188,82,1984-04-29,2012-03-21,美國,,投手,兄弟
鄭錡鴻,728,95,左投左打,185,97,1985-06-20,2011-03-20,中華民國,兄弟象2010年第二輪,投手,中信兄弟
陳弘桂,734,51,右投右打,177,66,1988-10-11,2012-04-25,中華民國,兄弟象2011年第五輪,三壘手,中信兄弟
威奇,732,92,左投右打,193,100,1983-06-02,,澳大利亞,,投手,Lamigo二軍
高米茲,733,45,右投右打,190,92,1978-06-14,2011-08-21,多明尼加,,投手,兄弟
菲力普,730,36,左投左打,177,80,1979-01-25,2011-04-17,美國,,投手,兄弟
伍茲,727,35,左投左打,185,88,1981-09-03,,美國,,投手,兄弟二軍
湯瑪仕,737,17,左投左打,193,99,1977-10-12,2012-05-10,澳大利亞,,投手,中信兄弟
巴拉德,741,69,左投左打,186,93,1984-02-06,2013-03-27,美國,,投手,兄弟
岡薩雷茲,736,34,左投左打,185,100,1983-02-27,2012-04-06,波多黎各,,投手,兄弟
陳子豪,743,1,左投左打,180,103,1995-07-29,2013-10-13,中華民國,兄弟象2013年第二輪,右外野手,中信兄弟
米吉亞,739,5,右投右打,189,98,1988-01-19,2013-04-16,波多黎各,,投手,Lamigo
李文斯頓,738,20,左投左打,189,95,1982-09-03,2012-08-22,美國,,投手,兄弟
耐克,749,5,右投左打,172,84,1985-03-02,2014-05-17,美國,,二壘手,中信兄弟
真田裕貴,740,20,右投右打,181,88,1984-02-07,2013-03-24,日本,,投手,兄弟
科龍,747,39,右投右打,198,112,1979-08-13,2014-03-30,多明尼加,,投手,中信兄弟
賈羅拉加,748,40,右投右打,191,112,1982-01-15,2014-04-25,委內瑞拉,,投手,中信兄弟
寇迪,750,39,左投左打,183,87,1984-01-07,2014-07-06,美國,,投手,中信兄弟
陳家駒,744,42,右投左打,180,81,1989-04-07,2014-04-02,中華民國,兄弟象2013年第五輪,捕手,中信兄弟二軍
羅培茲,746,20,右投左右開弓,183,93,1980-05-12,2014-03-23,美國,,三壘手,中信兄弟
桑契斯,751,54,右投右打,196,125,1984-04-28,2014-08-28,委內瑞拉,,投手,中信兄弟
布萊文斯,756,22,右投右打,183,92,1985-01-16,2015-03-27,美國,,投手,中信兄弟
周聖訓,752,25,右投右打,162,82,1988-12-17,2014-08-15,中華民國,中信兄弟2014年第八輪,捕手,中信兄弟
杜家明,753,71,右投右打,183,98,1996-02-03,2015-03-22,中華民國,中信兄弟2014年第四輪,三壘手,台鋼雄鷹二軍
佩卓,755,2,右投左右開弓,173,80,1986-09-12,2015-03-21,美國,,游擊手,中信兄弟
康崔拉斯,759,52,右投右打,191,110,1971-12-06,2015-07-05,美國,,投手,中信兄弟
王則鈞,742,33,右投右打,181,86,1995-08-07,2014-03-27,中華民國,兄弟象2013年第三輪,投手,中信兄弟
林威助,745,24,左投左打,179,82,1979-01-22,2014-03-23,中華民國,兄弟象2013年第三輪,左外野手,中信兄弟
湯尼,754,62,右投右打,188,109,1982-01-09,2014-09-05,多明尼加,,投手,中信兄弟
悍德,764,38,右投右打,188,110,1986-04-20,2016-03-24,美國,,投手,中信兄弟
許皓傑,763,10,右投右打,172,75,1996-11-10,,中華民國,中信兄弟2015年第十四輪,右外野手,中信兄弟二軍
張凱倫,760,10,右投右打,181,80,1995-03-04,2015-09-20,中華民國,中信兄弟2015年第四輪,投手,中信兄弟二軍
潘韋辰,761,17,右投右打,185,90,1996-10-18,2015-10-11,中華民國,中信兄弟2015年第六輪,投手,中信兄弟
歐文,766,98,左投左打,193,104,1987-12-18,2016-03-19,美國,,投手,中信兄弟
耐森,768,46,右投右打,182,95,1986-02-09,2016-05-22,美國,,投手,中信兄弟
伍鐸,762,52,右投右打,185,91,1986-10-24,2015-08-02,美國,,投手,味全龍二軍
肯恩,770,38,右投右打,185,80,1988-04-24,2016-08-17,美國,,投手,Lamigo
尚恩,758,28,右投右打,182,98,1987-08-28,2015-06-12,美國,,投手,中信兄弟
冨田康祐,769,0,右投右打,185,90,1988-04-24,,日本,,投手,Lamigo二軍
克蘭頓,757,38,右投右打,195,103,1985-04-03,2015-06-02,美國,,投手,中信兄弟
魔力,767,64,右投右打,186,92,1988-11-27,2016-03-29,美國,,投手,中信兄弟
艾迪頓,765,53,左投右打,196,98,1987-12-16,2016-08-28,美國,,投手,中信兄弟
銳力,775,00,左投左打,188,95,1991-04-22,2017-08-19,美國,,投手,中信兄弟
陳子鴻,774,73,右投右打,181,95,1992-12-05,2017-08-17,中華民國,中信兄弟2016年第六輪,三壘手,中信兄弟二軍
許志豪,788,0,右投右打,180,83,1977-06-03,2003-03-08,中華民國,,捕手,誠泰
陳文杰,772,3,右投左打,184,76,1997-10-11,2017-10-04,中華民國,中信兄弟2016年第七輪,中外野手,台鋼雄鷹
王凱程,776,15,右投右打,192,99,1991-09-08,2017-09-14,中華民國,中信兄弟2017年第六輪,投手,中信兄弟二軍
陳琥,771,62,右投左打,180,104,1998-04-29,2018-03-24,中華民國,中信兄弟2016年第一輪,投手,中信兄弟
李吳永勤,773,30,左投左打,177,95,1998-03-29,2020-09-29,中華民國,中信兄弟2016年第八輪,投手,中信兄弟二軍
楊達翔,777,99,右投右打,191,97,1993-10-03,2017-09-23,中華民國,中信兄弟2017年第七輪,投手,台鋼雄鷹二軍
蔡齊哲,778,50,右投右打,185,86,1995-12-18,2017-09-27,中華民國,中信兄弟2017年第四輪,投手,中信兄弟
黃欽智,782,12,左投左打,190,83,1978-01-18,2003-03-07,中華民國,,投手,中信兄弟
陳柏豪,779,9,右投右打,180,88,1999-01-28,2017-10-07,中華民國,中信兄弟2017年第三輪,投手,樂天桃猿
蔡岱霖,780,68,右投右打,175,85,1992-06-08,,中華民國,中信兄弟2017年第九輪,捕手,中信兄弟
李明進,783,17,右投右打,178,70,1979-07-05,2003-03-07,中華民國,,投手,米迪亞
蔡士勤,781,13,右投右打,183,95,1976-10-03,2003-03-09,中華民國,,投手,統一7-ELEVEn獅
謝伯欣,787,0,左投左打,183,80,1980-10-18,,中華民國,,投手,誠泰
莊景賀,784,92,右投右打,186,86,1978-05-12,2003-03-08,中華民國,,游擊手,統一7-ELEVEn獅
林義翔,793,8,右投右打,180,80,1977-09-28,2003-03-07,中華民國,,二壘手,誠泰
鄭景益,792,49,左投左打,191,96,1973-09-21,2003-03-07,中華民國,,一壘手,誠泰
柯良宗,789,0,右投右打,170,74,1975-08-17,2003-03-07,中華民國,,捕手,誠泰
張琮貴,794,0,右投右打,180,80,1976-08-18,2003-03-07,中華民國,,三壘手,誠泰
謝佳賢,791,55,左投左打,176,87,1976-04-08,2003-03-07,中華民國,,中外野手,興農
陳世峰,790,50,右投右打,174,95,1978-01-02,2003-03-07,中華民國,,捕手,誠泰
楊騏嘉,786,34,右投右打,193,100,1979-02-10,2003-03-08,中華民國,,投手,誠泰
吳承翰,800,15,右投左右開弓,180,80,1974-11-27,2003-03-07,中華民國,,左外野手,誠泰
林建良,796,0,右投右打,182,72,1977-10-10,2003-03-09,中華民國,,游擊手,誠泰
黃高俊,798,1,右投右打,170,70,1977-06-14,2003-03-07,中華民國,,中外野手,誠泰
陳柏勳,795,4,右投右打,177,80,1980-02-11,2003-03-09,中華民國,,三壘手,Lamigo
豐偌暉,785,0,右投右打,180,95,1978-03-22,2003-03-08,中華民國,,投手,誠泰
鄞明村,799,0,右投右打,178,70,1969-09-26,2003-03-07,中華民國,,右外野手,誠泰
丘昌榮,797,25,右投右打,186,83,1972-10-30,2003-03-07,中華民國,,左外野手,誠泰
陳志誠,802,91,右投右打,172,83,1979-08-08,2003-04-13,中華民國,,投手,誠泰
陳保宏,801,0,右投右打,174,80,1976-09-25,2003-03-07,中華民國,,左外野手,誠泰
湯登凱,805,0,右投右打,179,83,1976-10-05,2003-03-09,中華民國,,捕手,誠泰
楊睿智,804,35,右投左打,176,73,1980-04-09,2003-07-14,中華民國,,右外野手,誠泰
陳國樑,803,0,右投右打,175,86,1969-11-25,,中華民國,,右外野手,誠泰
野野垣武,806,0,右投右打,174,86,1971-07-08,2003-03-07,日本,,游擊手,誠泰
薛伯特,808,0,右投右打,196,105,1972-04-10,2003-03-13,澳大利亞,,投手,誠泰
麥克,809,0,右投右打,185,92,1975-09-23,2003-04-05,美國,,投手,誠泰
彼得,811,0,右投右打,190,99,1978-12-02,2003-06-05,澳大利亞,,投手,誠泰
崔東進,813,0,右投右打,178,80,1976-03-21,2003-07-04,韓國,,投手,誠泰
卡巴傑洛,816,0,右投右打,180,94,1978-01-25,2003-07-26,多明尼加,,游擊手,誠泰
金京泰,815,0,左投左打,178,78,1975-11-06,2003-07-24,韓國,,投手,誠泰
亞士達,812,0,右投右打,174,105,1969-01-23,2003-06-08,古巴,,游擊手,誠泰
潘尼亞,814,0,左投左打,180,95,1975-08-03,2003-07-10,多明尼加,,投手,誠泰
巴比,810,0,右投右打,201,105,1968-03-03,2003-05-08,波多黎各,,投手,誠泰
許竹見,820,18,右投右打,187,89,1981-01-25,2004-04-09,中華民國,,投手,米迪亞
克萊柏,822,91,右投右打,174,74,1976-12-04,2004-03-05,巴西,,投手,誠泰
羅培茲,807,0,右投右打,185,108,1975-04-04,2003-03-13,委內瑞拉,,投手,誠泰
卡馬爾,818,0,右投右打,191,94,1979-09-07,2003-08-27,墨西哥,,投手,誠泰
林英傑,821,19,左投左打,182,89,1981-05-01,2004-03-04,中華民國,,投手,Lamigo
賀南德茲,819,0,左投左打,177,84,1970-09-19,2003-08-26,墨西哥,,投手,誠泰
威廉斯,817,0,右投右打,182,88,1971-03-10,2003-08-10,美國,,投手,誠泰
野村貴仁,826,0,左投左打,176,78,1969-01-10,2004-03-16,日本,,投手,誠泰
汪天祥,827,0,右投右打,176,86,1980-04-30,2004-04-25,中華民國,誠泰太陽2003年第十輪,右外野手,誠泰
奇戈,828,0,右投右打,182,88,1978-06-25,2004-04-30,委內瑞拉,,投手,誠泰
米西亞,825,0,右投右打,182,95,1972-04-14,2004-03-07,多明尼加,,二壘手,誠泰
鄧蒔陽,831,13,右投左打,175,80,1979-07-24,2004-06-02,中華民國,誠泰太陽2004年第一輪,一壘手,興農
里拉,829,0,右投右打,182,95,1972-04-26,2004-05-18,委內瑞拉,,投手,誠泰
魔拉,832,0,右投右打,192,105,1973-05-31,2004-06-19,多明尼加,,捕手,誠泰
傑森,833,0,右投右打,200,105,1973-05-31,2004-06-24,美國,,投手,誠泰
賈西亞,835,0,右投右打,190,110,1971-11-16,2004-07-03,美國,,三壘手,誠泰
納瓦,830,0,右投右打,186,95,1968-11-28,2004-05-29,委內瑞拉,,三壘手,誠泰
卡洛斯,823,0,右投右打,188,99,1973-06-03,2004-03-05,美國,,投手,誠泰
威力斯,824,0,右投右打,188,99,1973-04-19,2004-03-04,多明尼加,,游擊手,誠泰
拓霸,836,0,右投右打,185,95,1978-04-25,2004-07-25,委內瑞拉,,投手,誠泰
艾瓦多,834,15,右投右打,193,95,1978-01-24,2004-06-30,美國,,投手,統一7-ELEVEn獅
施翔凱,839,8,右投右打,178,90,1982-02-22,2004-09-03,中華民國,誠泰太陽2003年第六輪,二壘手,Lamigo
田家安,843,71,左投左打,177,80,1979-08-22,2005-03-16,中華民國,誠泰COBRAS2004年第一輪,投手,誠泰
席瓦,842,0,右投右打,175,75,1985-03-28,2004-10-03,巴西,,投手,誠泰
萊恩斯,841,0,右投右打,180,85,1975-05-20,2004-09-19,美國,,投手,誠泰
郭銘仁,844,12,右投左打,177,75,1983-06-13,2005-03-16,中華民國,,游擊手,米迪亞
桑坦那,840,0,右投右打,175,80,1974-12-21,2004-08-31,多明尼加,,三壘手,誠泰
陳元甲,837,69,右投右打,188,90,1980-01-17,2004-08-31,中華民國,誠泰太陽2003年第五輪,中外野手,米迪亞
黃泰龍,854,8,右投右打,180,79,1983-03-16,2005-08-14,中華民國,,三壘手,中信兄弟
馬力歐,849,7,右投右打,188,110,1975-09-24,2005-04-16,多明尼加,,中外野手,誠泰
佐藤秀樹,845,0,右投右打,183,83,1970-04-21,2005-03-16,日本,,投手,誠泰
威納斯,847,25,右投右打,182,95,1977-01-19,2005-03-15,多明尼加,,三壘手,興農
林恩宇,850,11,右投右打,188,92,1981-03-25,2005-04-21,中華民國,誠泰太陽2003年第一輪,投手,中信兄弟
拉米瑞茲,848,0,右投右打,188,98,1976-08-15,2005-03-18,多明尼加,,投手,誠泰
山崎友和,846,0,右投右打,180,90,1974-04-22,2005-03-16,日本,,投手,誠泰
周思齊,853,16,左投左打,178,92,1981-10-26,2005-08-13,中華民國,誠泰太陽2003年第三輪,左外野手,中信兄弟二軍
陳克帆,838,53,右投右打,177,81,1980-09-15,2004-08-31,中華民國,誠泰太陽2003年第二輪,捕手,米迪亞
費南德茲,859,29,右投右打,188,95,1971-06-16,2006-03-22,多明尼加,,投手,誠泰
米力威,851,99,右投右打,183,95,1979-04-26,2005-05-06,多明尼加,,投手,誠泰
陳家鴻,856,42,右投右打,178,78,1981-04-02,2006-03-28,中華民國,誠泰COBRAS2005年第一輪,投手,米迪亞
高瑋,857,45,右投右打,178,88,1980-02-26,2006-05-05,中華民國,誠泰COBRAS2005年第三輪,一壘手,米迪亞
塔尼,860,69,右投右打,188,93,1973-08-20,2006-03-19,多明尼加,,投手,誠泰
比克,855,22,左投左打,190,90,1975-03-12,2005-09-13,美國,,投手,誠泰
陳致鵬,858,28,右投右打,175,80,1981-01-15,2006-03-18,中華民國,誠泰COBRAS2005年第二輪,右外野手,兄弟
雷耿,852,22,左投左打,200,105,1978-02-13,,美國,,投手,誠泰
瓦茲,863,38,右投右打,190,90,1979-08-30,2006-04-20,多明尼加,,投手,誠泰
羅伯特,869,20,右投右打,185,100,1976-09-30,2006-09-02,美國,,投手,誠泰
立川隆史,862,57,右投右打,187,95,1975-10-07,,日本,,右外野手,誠泰
捷猛士,867,29,右投右打,180,80,1977-05-19,2006-07-05,美國,,投手,誠泰
柏頓,864,26,右投右打,185,130,1969-12-02,2006-04-29,多明尼加,,左外野手,誠泰
湯姆,866,38,左投左打,195,110,1981-08-24,2006-06-13,澳大利亞,,左外野手,誠泰
賈西亞,861,2,右投右打,178,87,1975-05-20,2006-03-18,多明尼加,,三壘手,誠泰
米克,870,69,右投右打,185,90,1977-08-08,2007-03-20,美國,,投手,誠泰
考菲,871,24,右投左打,187,105,1977-05-16,2007-03-20,荷蘭,,三壘手,米迪亞
威格斯,865,20,右投右打,183,95,1978-08-08,2006-04-29,波多黎各,,投手,誠泰
克萊恩,873,38,左投左打,188,90,1979-09-12,,美國,,投手,誠泰
威爾,874,36,左投左打,188,90,1980-08-08,2007-03-21,荷蘭,,投手,誠泰
傑樂米,876,38,右投右打,178,95,1977-08-08,2007-05-29,美國,,投手,誠泰
聖地牙哥,868,69,右投右打,185,95,1974-11-15,2006-08-12,美國,,投手,誠泰
羅德,875,36,左投左打,183,100,1974-12-18,2007-05-25,美國,,投手,誠泰
金濟斌,872,29,右投右打,180,90,1982-03-31,2007-04-12,韓國,,投手,誠泰
金大宇,878,36,右投左打,190,90,1984-07-26,,韓國,,投手,誠泰
布萊德,887,32,左投左打,195,90,1974-12-27,2008-05-11,美國,,投手,米迪亞
胡仁偉,881,1,右投右打,183,83,1983-02-21,2008-03-21,中華民國,米迪亞暴龍2007年第三輪,二壘手,米迪亞
艾力士,882,4,右投左打,175,85,1981-04-30,2008-03-28,委內瑞拉,,二壘手,米迪亞
卡斯帝,880,43,右投右打,188,115,1975-04-21,2007-09-01,美國,,投手,兄弟
安狄,879,36,左投右打,188,85,1979-07-31,2007-08-21,美國,,投手,統一7-ELEVEn獅
雷霸龍,888,35,右投左打,183,95,1979-03-28,2008-05-28,多明尼加,,投手,米迪亞
派特,877,29,右投右打,191,89,1969-12-10,2007-06-25,美國,,投手,誠泰
安立奎,884,33,左投左打,180,80,1984-11-03,2008-04-04,委內瑞拉,,投手,米迪亞
蘇緯達,908,96,右投左打,185,101,1990-11-10,2015-10-08,中華民國,中信兄弟2015年第五輪,一壘手,中信兄弟二軍
麥克,886,51,右投右打,180,98,1977-01-03,2008-04-11,美國,,投手,米迪亞
拿破崙,883,34,右投右打,185,98,1977-02-09,2008-03-28,多明尼加,,三壘手,米迪亞
韋伯,890,33,右投右打,190,93,1979-05-23,2008-09-24,美國,,投手,米迪亞
海克特,889,34,右投右打,185,105,1975-10-17,2008-08-01,多明尼加,,投手,米迪亞
范孟晨,921,0,右投右打,181,78,1991-07-08,,中華民國,,投手,統一7-ELEVEn獅二軍
張竣龍,932,38,右投右打,176,78,1993-05-20,2018-08-25,中華民國,,投手,富邦悍將二軍
保羅,885,24,左投右打,175,93,1979-11-07,2008-04-04,澳大利亞,,投手,米迪亞
潘耀傑,919,67,右投右打,181,90,1993-04-21,,中華民國,,左外野手,Lamigo
王政浩,906,0,右投右打,180,95,1989-09-25,,中華民國,,投手,興農二軍
王柏融,935,9,右投左打,182,91,1993-09-09,2015-09-02,中華民國,Lamigo桃猿2015年第一輪,左外野手,台鋼雄鷹二軍
張進德,910,69,右投左打,179,102,1993-05-17,2020-07-25,中華民國,富邦悍將2020年第一輪,捕手,富邦悍將二軍
黃義坤,915,0,右投右打,178,83,1989-10-24,,中華民國,義大犀牛2014年第七輪,左外野手,兄弟二軍
張瑞麟,938,70,左投左打,181,80,1992-06-28,2018-05-26,中華民國,,投手,富邦悍將
林威志,937,43,右投右打,190,103,1992-09-29,2017-03-30,中華民國,統一7-ELEVEn獅2016年第六輪,投手,統一7-ELEVEn獅二軍
力歐,891,19,右投右打,183,108,1976-12-08,2007-09-07,美國,,三壘手,米迪亞
蔡孟達,960,63,右投右打,172,78,1992-06-06,,中華民國,,捕手,兄弟二軍
吳柏龍,933,0,右投右打,169,72,1990-11-02,,中華民國,,投手,兄弟二軍
歐耀宗,913,15,右投右打,178,75,1992-05-15,2016-04-29,中華民國,中信兄弟2015年第九輪,投手,味全龍二軍
王威晨,929,9,右投左打,185,85,1991-07-03,2016-04-26,中華民國,中信兄弟2015年第十三輪,三壘手,中信兄弟
林明杰,976,12,右投右打,187,101,1991-03-18,2015-10-08,中華民國,中信兄弟2015年第七輪,捕手,中信兄弟二軍
彭識穎,1005,21,左投左打,175,77,1992-07-02,2016-03-19,中華民國,中信兄弟2015年第三輪,投手,中信兄弟二軍
潘世勳,964,0,右投左打,177,80,1990-10-15,,中華民國,,二壘手,兄弟二軍
潘振山,966,9,右投右打,165,72,1992-05-04,,中華民國,,右外野手,兄弟二軍
簡嘉佑,975,57,右投右打,181,73,1991-06-10,2014-04-23,中華民國,義大犀牛2013年第五輪,投手,富邦悍將
陳詠曜,962,0,右投右打,173,78,1990-12-15,,中華民國,,投手,兄弟二軍
邱浩鈞,998,37,右投右打,180,70,1990-12-29,2015-03-22,中華民國,統一7-ELEVEn獅2014年第五輪,投手,統一7-ELEVEn獅
傅偉堯,1040,0,右投左打,180,73,1992-05-06,,中華民國,,二壘手,Lamigo二軍
甘少康,1083,22,右投右打,175,92,1993-01-14,,中華民國,中信兄弟2015年第十二輪,三壘手,中信兄弟二軍
蔡益民,1043,55,左投左打,191,120,1990-10-22,2015-04-29,中華民國,中信兄弟2014年第七輪,一壘手,中信兄弟二軍
陳敬岦,1047,0,右投右打,182,82,1990-04-27,,中華民國,,投手,兄弟二軍
陳冠宇,941,17,左投左打,178,80,1990-10-29,2021-08-24,中華民國,樂天桃猿2021年第一輪,投手,樂天桃猿
陳冠儒,1088,65,左投右打,168,76,1991-07-09,2014-09-13,中華民國,義大犀牛2014年第四輪,投手,富邦悍將
龔則維,1115,0,右投右打,178,75,1990-10-13,,中華民國,,一壘手,Lamigo二軍
高國麟,1118,98,右投右打,183,92,1993-01-02,2016-04-01,中華民國,義大犀牛2015年第八輪,右外野手,富邦悍將二軍
郭峻偉,1107,15,右投右打,176,81,1992-07-18,2015-06-19,中華民國,統一7-ELEVEn獅2014年第三輪,捕手,統一7-ELEVEn獅二軍
林航,1112,48,左投左打,180,86,1993-03-01,2017-03-28,中華民國,統一7-ELEVEn獅2016年第七輪,投手,統一7-ELEVEn獅二軍
曾陶鎔,1114,58,右投右打,182,84,1991-04-27,2015-10-11,中華民國,中信兄弟2015年第十輪,右外野手,味全龍二軍
陳舜松,1122,0,右投右打,183,65,1990-10-25,,中華民國,,投手,統一7-ELEVEn獅二軍
潘志芳,1129,63,右投左打,180,85,1990-11-12,2015-09-04,中華民國,中信兄弟2015年第二輪,二壘手,中信兄弟二軍
戴如量,1132,80,右投右打,178,78,1992-02-06,,,,中外野手,義大二軍
許基宏,1119,74,右投左打,189,108,1992-07-22,2014-09-03,中華民國,中信兄弟2014年第二輪,一壘手,中信兄弟
黃勝雄,1196,56,左投左打,186,98,1990-12-03,2014-03-23,中華民國,義大犀牛2013年第一輪,投手,富邦悍將二軍
陳勤宗,1136,86,右投右打,180,85,1993-02-27,2018-06-19,中華民國,富邦悍將2017年第七輪,三壘手,富邦悍將
潘庭豐,1139,79,左投左打,174,86,1992-12-31,2016-10-09,中華民國,義大犀牛2016年第十輪,投手,富邦悍將
徐正奇,1134,0,右投右打,176,59,1992-04-20,,中華民國,,投手,興農二軍
楊志龍,1194,41,右投右打,189,105,1993-04-07,2017-07-23,中華民國,中信兄弟2016年第三輪,投手,中信兄弟二軍
陳元晨,1180,0,右投右打,172,68,1991-08-25,,中華民國,,二壘手,統一7-ELEVEn獅二軍
胡佩華,1185,0,右投右打,183,85,1992-06-05,,中華民國,,捕手,兄弟二軍
黃佳偉,1229,0,右投右打,185,80,1992-04-09,,中華民國,,投手,興農二軍
江忠城,1232,20,右投右打,180,98,1990-03-10,2014-09-07,中華民國,中信兄弟2014年第一輪,投手,中信兄弟二軍
朱誥鎮,1225,0,右投右打,180,80,1992-06-07,,中華民國,,投手,兄弟二軍
邱興馳,1228,0,左投左打,166,74,1992-01-22,,中華民國,,右外野手,統一7-ELEVEn獅二軍
江智傑,1216,0,右投左打,177,60,1991-10-23,,中華民國,,二壘手,興農二軍
杜浩哲,1233,0,右投右打,175,68,1990-11-17,,中華民國,,投手,Lamigo二軍
鄭鎧文,1240,28,右投右打,186,105,1991-12-18,2016-03-20,中華民國,統一7-ELEVEn獅2015年第三輪,左外野手,味全龍二軍
于森旭,1217,51,右投左打,178,76,1992-12-27,2016-03-26,中華民國,義大犀牛2015年第四輪,右外野手,富邦悍將二軍
林郁帆,1234,0,右投右打,171,71,1991-03-19,,中華民國,,二壘手,Lamigo二軍
張廖年哲,1251,0,右投右打,173,63,1992-01-25,,中華民國,,三壘手,興農二軍
